557.000000	1554.000000	-439.000000	152.000000	0.845914
545.000000	1556.000000	-443.000000	150.000000	0.575132
563.000000	1507.000000	-437.000000	151.000000	0.875182
546.000000	1512.000000	-439.000000	148.000000	0.867859
1064.000000	1121.000000	-439.000000	139.000000	0.865430
1166.000000	1117.000000	-437.000000	135.000000	0.860677
1696.000000	629.000000	-467.000000	135.000000	0.745195
548.000000	1506.000000	-438.000000	151.000000	0.879339
699.000000	805.000000	-463.000000	141.000000	0.904329
1696.000000	664.000000	-465.000000	134.000000	0.681103
1735.000000	591.000000	-465.000000	136.000000	0.887176
1695.000000	592.000000	-470.000000	137.000000	0.905405
2243.000000	738.000000	-441.000000	126.000000	0.714004
1730.000000	2028.000000	-399.000000	123.000000	0.812678
1698.000000	614.000000	-466.000000	135.000000	0.861165
1734.000000	613.000000	-466.000000	136.000000	0.907413
1704.000000	613.000000	-465.000000	136.000000	0.873416
1713.000000	704.000000	-460.000000	133.000000	0.462938
1697.000000	682.000000	-460.000000	134.000000	0.627924
1728.000000	629.000000	-463.000000	136.000000	0.531061
1690.000000	663.000000	-463.000000	136.000000	0.665384
1579.000000	1207.000000	-427.000000	124.000000	0.269441
533.000000	813.000000	-472.000000	145.000000	0.818970
1731.000000	685.000000	-458.000000	134.000000	0.386948
1734.000000	620.000000	-465.000000	134.000000	0.754414
1731.000000	2033.000000	-400.000000	120.000000	0.873456
1705.000000	682.000000	-462.000000	133.000000	0.619215
1705.000000	677.000000	-462.000000	133.000000	0.536159
1731.000000	700.000000	-463.000000	133.000000	0.738662
2134.000000	739.000000	-467.000000	128.000000	0.943776
1710.000000	697.000000	-461.000000	132.000000	0.521822
1735.000000	707.000000	-462.000000	133.000000	0.775645
1707.000000	621.000000	-466.000000	136.000000	0.908554
1521.000000	1616.000000	-424.000000	126.000000	0.967215
1023.000000	805.000000	-452.000000	138.000000	0.920882
429.000000	1517.000000	-446.000000	155.000000	0.782899
1715.000000	621.000000	-468.000000	135.000000	0.677932
1740.000000	613.000000	-471.000000	136.000000	0.715142
1695.000000	691.000000	-462.000000	133.000000	0.776382
1727.000000	621.000000	-466.000000	135.000000	0.873325
961.000000	1123.000000	-442.000000	138.000000	0.484703
1569.000000	1217.000000	-452.000000	149.000000	0.254585
958.000000	1244.000000	-435.000000	138.000000	0.957654
2081.000000	1704.000000	-423.000000	111.000000	0.863290
1710.000000	599.000000	-466.000000	136.000000	0.882016
1773.000000	699.000000	-461.000000	132.000000	0.695763
1738.000000	699.000000	-463.000000	134.000000	0.754360
1733.000000	628.000000	-467.000000	136.000000	0.805988
2045.000000	797.000000	-468.000000	132.000000	0.678786
1017.000000	1122.000000	-440.000000	137.000000	0.800462
1700.000000	651.000000	-463.000000	136.000000	0.638054
970.000000	1681.000000	-427.000000	142.000000	0.892964
1727.000000	613.000000	-464.000000	136.000000	0.803587
1722.000000	622.000000	-466.000000	136.000000	0.896175
2099.000000	937.000000	-462.000000	124.000000	0.784258
236.000000	1057.000000	-465.000000	150.000000	0.871912
1766.000000	699.000000	-460.000000	133.000000	0.477867
1717.000000	612.000000	-466.000000	134.000000	0.722237
1725.000000	735.000000	-461.000000	132.000000	0.632296
1682.000000	701.000000	-464.000000	133.000000	0.640385
1691.000000	685.000000	-459.000000	135.000000	0.585010
225.000000	1019.000000	-468.000000	149.000000	0.663007
2108.000000	1263.000000	-443.000000	114.000000	0.888796
989.000000	1725.000000	-431.000000	139.000000	0.844898
456.000000	1475.000000	-447.000000	153.000000	0.654155
1740.000000	624.000000	-468.000000	137.000000	0.729827
1686.000000	674.000000	-463.000000	135.000000	0.701051
1719.000000	2027.000000	-402.000000	120.000000	0.795107
988.000000	1681.000000	-425.000000	141.000000	0.907924
1039.000000	1680.000000	-424.000000	139.000000	0.791108
1385.000000	1758.000000	-427.000000	133.000000	0.926598
2101.000000	917.000000	-464.000000	123.000000	0.798645
760.000000	812.000000	-463.000000	143.000000	0.718077
1700.000000	625.000000	-469.000000	137.000000	0.690720
1760.000000	704.000000	-461.000000	133.000000	0.689478
1689.000000	651.000000	-462.000000	134.000000	0.603129
2101.000000	925.000000	-462.000000	124.000000	0.776221
2090.000000	935.000000	-461.000000	123.000000	0.722501
1456.000000	1222.000000	-437.000000	127.000000	0.665004
1447.000000	1257.000000	-432.000000	128.000000	0.847341
2083.000000	935.000000	-462.000000	123.000000	0.824869
277.000000	815.000000	-453.000000	146.000000	0.361030
1692.000000	1529.000000	-420.000000	121.000000	0.970440
1706.000000	651.000000	-463.000000	135.000000	0.597664
1003.000000	1727.000000	-428.000000	139.000000	0.859691
2119.000000	737.000000	-467.000000	131.000000	0.912413
2095.000000	927.000000	-463.000000	122.000000	0.752704
1729.000000	592.000000	-462.000000	137.000000	0.827892
1715.000000	673.000000	-462.000000	134.000000	0.489450
2089.000000	1259.000000	-445.000000	115.000000	0.898021
1023.000000	485.000000	-456.000000	140.000000	0.953111
1788.000000	1247.000000	-433.000000	119.000000	0.728450
158.000000	1956.000000	-463.000000	171.000000	0.968542
1693.000000	705.000000	-460.000000	132.000000	0.612717
430.000000	1471.000000	-444.000000	153.000000	0.626301
1505.000000	1249.000000	-429.000000	127.000000	0.846482
760.000000	837.000000	-464.000000	144.000000	0.673536
1740.000000	685.000000	-463.000000	134.000000	0.735228
2021.000000	312.000000	-496.000000	147.000000	0.756153
235.000000	1051.000000	-465.000000	150.000000	0.849854
2102.000000	908.000000	-464.000000	125.000000	0.855883
1190.000000	1118.000000	-435.000000	135.000000	0.795654
86.000000	1163.000000	-479.000000	156.000000	0.981078
1035.000000	807.000000	-450.000000	138.000000	0.923930
1708.000000	689.000000	-463.000000	132.000000	0.518209
1201.000000	1698.000000	-426.000000	135.000000	0.910589
2087.000000	924.000000	-465.000000	118.000000	0.721080
1592.000000	1206.000000	-428.000000	129.000000	0.276916
1730.000000	678.000000	-463.000000	133.000000	0.436246
2096.000000	919.000000	-464.000000	122.000000	0.785290
1697.000000	736.000000	-462.000000	132.000000	0.727602
833.000000	1697.000000	-425.000000	148.000000	0.799438
1688.000000	694.000000	-461.000000	134.000000	0.759145
948.000000	1696.000000	-429.000000	144.000000	0.855416
1429.000000	1222.000000	-439.000000	127.000000	0.461322
218.000000	1058.000000	-467.000000	151.000000	0.748557
1046.000000	809.000000	-453.000000	139.000000	0.826365
1473.000000	1257.000000	-431.000000	128.000000	0.862801
121.000000	1559.000000	-453.000000	162.000000	0.898756
779.000000	448.000000	-469.000000	143.000000	0.925067
1749.000000	677.000000	-463.000000	134.000000	0.500533
1545.000000	617.000000	-452.000000	136.000000	0.922560
1731.000000	736.000000	-461.000000	132.000000	0.664278
1714.000000	753.000000	-459.000000	132.000000	0.652108
1601.000000	1221.000000	-464.000000	148.000000	0.328042
2097.000000	965.000000	-460.000000	126.000000	0.723763
935.000000	1684.000000	-442.000000	143.000000	0.820349
1206.000000	1119.000000	-435.000000	134.000000	0.623172
1014.000000	2048.000000	-418.000000	148.000000	0.876627
1771.000000	1255.000000	-425.000000	121.000000	0.725071
657.000000	1129.000000	-434.000000	140.000000	0.951389
1543.000000	1240.000000	-427.000000	126.000000	0.693869
1533.000000	1220.000000	-437.000000	125.000000	0.419927
953.000000	1148.000000	-438.000000	137.000000	0.563253
2087.000000	740.000000	-464.000000	129.000000	0.847163
1730.000000	663.000000	-467.000000	135.000000	0.609955
1012.000000	1725.000000	-429.000000	143.000000	0.885298
1557.000000	1130.000000	-449.000000	146.000000	0.598126
1531.000000	1248.000000	-429.000000	127.000000	0.716662
2078.000000	1711.000000	-421.000000	110.000000	0.875498
1230.000000	1717.000000	-423.000000	133.000000	0.252772
1633.000000	1245.000000	-428.000000	124.000000	0.480812
1658.000000	1245.000000	-429.000000	124.000000	0.538280
