1707.881013	867.824898	1779.985751	1037.876008
1717.173493	896.21168	1813.366663	1086.330911
1724.835036	1035.11794	1833.31885	1229.21854
1726.694622	847.672756	1807.469908	1044.384699
1733.049911	935.91202	1841.38879	1130.317197
1765.977846	1120.95301	1886.587502	1306.016891
1781.36701	1037.839584	1889.153834	1217.978493
1783.238188	1302.444262	1898.99457	1451.338857
1795.912638	701.925903	1856.047885	887.340157
1796.26781	907.925501	1911.21767	1095.164901
1799.542123	1054.058042	1921.344629	1258.651856
1801.450921	742.618926	1867.952484	923.142257
1814.979285	791.021027	1900.974932	977.616359
1816.678869	980.6184	1930.408746	1176.412434
1830.569102	1036.389608	1950.501468	1237.68715
1832.082634	938.944838	1935.734203	1134.657669
1840.773148	1135.615291	1967.776023	1323.547138
1842.72072	850.391874	1937.552558	1038.688397
1851.800744	655.816068	1885.765846	846.144639
1861.641781	782.333708	1930.829142	972.865741
1865.278451	887.840914	1966.002353	1075.279811
1874.164813	1069.355838	2002.108036	1273.176191
1880.008305	831.660947	1962.520661	1023.039088
1901.094959	671.437963	1944.103893	858.466021
1914.648422	919.243012	2017.391136	1105.893817
1941.778004	791.010722	2032.181865	955.333241
1947.170309	852.820528	2041.565348	1030.150098
1969.39593	887.671296	2067.803815	1063.215901
1971.140108	985.219032	2096.820108	1169.180557
1996.012896	921.68592	2106.70111	1093.29438
2006.629142	964.892363	2120.762267	1139.647214
2045.839425	988.747974	2170.17657	1146.029485
2070.401977	1022.717403	2207.536831	1176.86054
1664.026918	908.672571	1737.895391	1078.503714
1640.872988	838.095849	1715.845464	1033.288158
1687.169434	803.929014	1758.834484	993.607026
1720.789683	782.438446	1772.612311	969.904696
1993.754132	1132.021293	2138.614984	1318.635798
1618.745551	1294.649081	1680.26141	1368.105184
1702.736614	1172.944669	1786.082841	1305.289049
1816.765347	1199.445308	1952.366812	1391.349468
1904.938039	965.71373	2026.208454	1149.894708
1985.414356	1039.61707	2116.606478	1232.622436
2010.770397	1070.499352	2150.781389	1264.610239
1881.148401	1289.442003	2024.467824	1504.504184
1948.386456	1208.970996	2115.957127	1417.425227
1900.985736	1213.366105	2044.304855	1424.017711
2089.91803	1054.647113	2239.406073	1200.244799
1710.292264	1411.779649	1797.606337	1534.863123
2055.100579	1142.97953	2228.180914	1319.458923
2083.764388	1184.889329	2263.45875	1360.268219
2011.012428	1232.279241	2195.118417	1441.841527
1965.821655	1317.168033	2144.41667	1538.857587
1967.792459	1111.194916	2122.134113	1307.074715
1848.484262	1434.910411	1957.628686	1616.882161
2020.884819	1329.774502	2214.912314	1545.07377
2114.000874	1226.476196	2318.607466	1388.852032
2132.514183	1132.095973	2311.5449	1273.292723
1983.097041	1397.607821	2165.661384	1632.530378
2174.891266	1174.715931	2368.691922	1292.541456
1895.799688	1531.219693	2022.140861	1714.520207
2161.999622	1264.356617	2387.989981	1398.952826
2227.653389	1231.298742	2430.48914	1285.173909
2031.007161	1428.828242	2243.554463	1649.426229
2114.669301	1334.248766	2332.286067	1534.118701
1810.769621	1610.251455	1874.164441	1759.680304
2042.976785	667.089467	2042.976785	667.089467
2214.28569	726.026516	2213.62423	725.364707
2199.746624	909.281064	2199.746624	909.281064
2275.812047	960.248005	2275.812047	960.248005
2143.525568	890.076742	2142.423146	888.973739
2276.922837	1089.698673	2276.922837	1089.698673
2232.823686	1010.293983	2232.823686	1010.293983
2190.92068	799.675466	2190.92068	799.675466
2147.929935	812.893148	2147.929935	812.893148
2135.724403	717.95158	2135.724403	717.95158
1496.830133	1700.381995	1496.830133	1700.381995
1685.329329	1661.850982	1685.329832	1669.569489
1606.831609	1501.501055	1645.637924	1557.08694
1527.434379	1070.562193	1613.422357	1143.364688
1589.154863	900.775273	1627.743774	1003.333685
1135.639962	1875.65422	1139.498618	1882.271341
1520.103316	1878.509633	1538.141667	1938.60957
1485.310219	1832.98116	1509.124082	1881.064172
1403.251572	1794.361887	1428.607416	1822.211891
1294.855309	1928.584343	1298.713727	1931.562737
1112.385451	2128.331108	1117.677124	2134.331212
1176.41505	2155.996408	1184.503426	2163.506914
1052.002252	1566.852151	1052.884135	1566.852438
1298.605396	1345.874706	1303.015572	1357.784684
1430.705363	1936.824299	1446.141299	1983.691662
1227.976073	2107.153273	1238.118234	2115.536682
2113.501216	539.704095	2113.501216	539.704095
2396.032965	534.393331	2395.481755	533.841829
2416.932935	750.959281	2416.932935	750.959281
2291.681605	827.498896	2291.681605	827.498896
2351.194633	891.501992	2351.194633	891.501992
418.5304	881.367694	431.758856	885.341534
425.067686	1211.334418	441.382794	1216.632418
1442.362337	915.011204	1462.205119	922.736185
793.432809	259.969081	805.007644	262.729467
534.672267	411.655419	567.779186	424.111263
1009.450123	518.265312	1021.135495	525.546564
810.60093	1125.565699	830.708043	1129.453567
1321.306043	527.433994	1331.227822	537.361025
1416.691473	719.821228	1432.125175	732.17587
1523.948622	444.237688	1523.948622	444.237688
896.036427	1693.386372	903.973313	1692.94791
